RefWBAN,RefDist,RefCity,RefState
94702,45477.60548263184,Waterbury,Connecticut
169,47814.38375609199,Waterbury,Connecticut
12803,40589.28557533154,West Palm Beach,Florida
92815,49782.639966155795,West Palm Beach,Florida
92805,54846.5038657082,West Palm Beach,Florida
12885,60849.114258398615,West Palm Beach,Florida
12849,74660.56557609249,West Palm Beach,Florida
94035,50784.487109373375,Boulder,Colorado
419,51712.87694372882,Boulder,Colorado
3017,53941.00021527993,Boulder,Colorado
23036,54741.09614439057,Boulder,Colorado
93067,61245.14835198359,Boulder,Colorado
53175,33163.73285156442,West Covina,California
23129,33731.1743088411,West Covina,California
93134,34519.11150948467,West Covina,California
93184,41121.74799325778,West Covina,California
3167,41173.191730274855,West Covina,California
467,43571.06623650259,Broken Arrow,Oklahoma
93953,50960.170684778015,Broken Arrow,Oklahoma
53956,64238.24098402722,Broken Arrow,Oklahoma
53949,74741.8071729541,Broken Arrow,Oklahoma
3959,87895.38176107276,Broken Arrow,Oklahoma
23048,89048.07198499999,Clovis,California
129,90778.90621663706,Clovis,California
23097,140141.69496530303,Clovis,California
23042,154426.9531965288,Clovis,California
23047,163044.30340956317,Clovis,California
23289,38126.132713680214,Daly City,California
23244,46871.828489042164,Daly City,California
23254,49499.62631408149,Daly City,California
135,53139.65063631844,Daly City,California
23285,56388.320135630966,Daly City,California
92825,51940.63126496386,Lakeland,Florida
92813,56177.873042020125,Lakeland,Florida
12842,59147.53069645233,Lakeland,Florida
12810,60891.603703134046,Lakeland,Florida
12818,67585.72201463848,Lakeland,Florida
11624,5415142.70334896,Santa Maria,California
11640,5487991.257053524,Santa Maria,California
11630,5495115.493001343,Santa Maria,California
494,5528563.45025942,Santa Maria,California
11653,5534779.656364149,Santa Maria,California
54787,40293.85509351384,Norwalk,California
4781,43438.06593288609,Norwalk,California
14758,48944.06163413314,Norwalk,California
64707,49444.89610344419,Norwalk,California
14732,52139.65603171167,Norwalk,California
63848,41424.92856142177,Sandy Springs,Georgia
355,41581.26260886891,Sandy Springs,Georgia
53873,49946.73062178385,Sandy Springs,Georgia
252,54448.78214203123,Sandy Springs,Georgia
53838,60481.27736470183,Sandy Springs,Georgia
94281,34080.57556953278,Hillsboro,Oregon
94273,40433.2525097891,Hillsboro,Oregon
24242,41375.905746856064,Hillsboro,Oregon
24223,65381.60272384051,Hillsboro,Oregon
24232,69704.07093031456,Hillsboro,Oregon
464,39550.75159241573,Green Bay,Wisconsin
94897,50631.48156930058,Green Bay,Wisconsin
4825,50899.864929934156,Green Bay,Wisconsin
185,52911.13763452463,Green Bay,Wisconsin
4824,58016.42997822498,Green Bay,Wisconsin
53978,47231.39819166637,Tyler,Texas
175,48312.54684759068,Tyler,Texas
53982,51382.4281254361,Tyler,Texas
53971,54084.00791633107,Tyler,Texas
3901,56029.477033038114,Tyler,Texas
3981,44280.811058423555,Wichita Falls,Texas
3950,72479.12053020342,Wichita Falls,Texas
209,76689.83842182053,Wichita Falls,Texas
53969,78491.78482870113,Wichita Falls,Texas
53938,80941.89109622601,Wichita Falls,Texas
53914,37639.80083994668,Lewisville,Texas
53984,39215.68138975559,Lewisville,Texas
3971,41080.83823425729,Lewisville,Texas
53907,44085.948078766276,Lewisville,Texas
13961,45219.28396157806,Lewisville,Texas
3174,42262.70062965535,Burbank,California
23129,43608.046437460966,Burbank,California
3166,47228.39532791455,Burbank,California
53141,50470.6904930627,Burbank,California
3180,50785.22890544959,Burbank,California
164,45046.05530937817,Greeley,Colorado
161,51984.96913575954,Greeley,Colorado
160,58611.675565577585,Greeley,Colorado
3065,65875.19086143677,Greeley,Colorado
3017,66193.52861812925,Greeley,Colorado
23277,69204.5529030396,San Mateo,California
23254,72631.26876838726,San Mateo,California
395,73171.90650154604,San Mateo,California
135,87969.73241005464,San Mateo,California
93227,92800.2775093231,San Mateo,California
3177,47438.08634922588,El Cajon,California
3164,49593.88837201419,El Cajon,California
53121,59415.18486197511,El Cajon,California
3154,66922.20497365853,El Cajon,California
369,71675.141041659,El Cajon,California
4836,5708823.901246763,Rialto,California
14607,5709951.16976321,Rialto,California
14604,5720970.391275571,Rialto,California
14609,5732338.980177339,Rialto,California
14610,5818437.104278966,Rialto,California
94979,39085.74833809576,Davenport,Iowa
4950,50271.8053176732,Davenport,Iowa
94959,68779.01903465485,Davenport,Iowa
4996,69019.63518924078,Davenport,Iowa
4894,79473.1089056915,Davenport,Iowa
12976,54589.28517227609,League City,Texas
12977,54700.049270299525,League City,Texas
12960,59515.34339653538,League City,Texas
306,67249.30131770039,League City,Texas
53910,76829.36386568971,League City,Texas
54743,38452.50113586622,Edison,New Jersey
94741,43826.46588177918,Edison,New Jersey
54760,44748.830587735916,Edison,New Jersey
14792,47119.35466473574,Edison,New Jersey
14732,49664.977114732246,Edison,New Jersey
12803,37630.72632134507,Davie,Florida
12888,50140.52224496554,Davie,Florida
12826,66698.37673015562,Davie,Florida
12844,70052.67518415327,Davie,Florida
92815,123260.54272240875,Davie,Florida
23044,72057.09650529784,Las Cruces,New Mexico
23078,85166.24097302617,Las Cruces,New Mexico
23002,88337.47899556141,Las Cruces,New Mexico
93097,96005.42088336352,Las Cruces,New Mexico
93045,108402.14785716012,Las Cruces,New Mexico
